,Time,Elevation
0,0.0,154.78254204717976
1,0.12244897959183673,154.51726371938756
2,0.24489795918367346,155.25819288343575
3,0.36734693877551017,161.00314800695705
4,0.4897959183673469,158.35301933746547
5,0.6122448979591837,161.21070362639765
6,0.7346938775510203,158.28513612416995
7,0.8571428571428571,150.59907470418483
8,0.9795918367346939,163.9906916200688
9,1.1020408163265305,154.5152598161437
10,1.2244897959183674,149.78635667304698
11,1.346938775510204,155.11196654349055
12,1.4693877551020407,147.25205182169626
13,1.5918367346938775,147.23288401662532
14,1.7142857142857142,144.4331370759066
15,1.836734693877551,148.27156944456456
16,1.9591836734693877,139.66871461572475
17,2.0816326530612246,138.29184362341445
18,2.204081632653061,131.59677515820223
19,2.326530612244898,136.23414859137927
20,2.4489795918367347,129.21997380121792
21,2.571428571428571,130.61187030769494
22,2.693877551020408,117.19305849614672
23,2.816326530612245,130.22306434195548
24,2.9387755102040813,126.8572746002156
25,3.061224489795918,111.81466799337642
26,3.183673469387755,113.00569975334571
27,3.306122448979592,107.9923871036194
28,3.4285714285714284,98.22280884422476
29,3.5510204081632653,99.10750736600014
30,3.673469387755102,90.50189132684469
31,3.7959183673469385,99.39909163958706
32,3.9183673469387754,79.93679126761184
33,4.040816326530612,82.53672295416143
34,4.163265306122449,67.81550509170957
35,4.285714285714286,66.99658214075662
36,4.408163265306122,64.10850483664234
37,4.530612244897959,59.09027534605474
38,4.653061224489796,53.806619890198384
39,4.775510204081632,51.28031374779645
40,4.8979591836734695,48.372049618392815
41,5.020408163265306,33.05147131907906
42,5.142857142857142,21.401563571787456
43,5.26530612244898,25.874577065994615
44,5.387755102040816,9.071363123921824
45,5.5102040816326525,6.700252013646065
46,5.63265306122449,-2.5986794607537513
47,5.755102040816326,4.580865903344565
48,5.877551020408163,-10.618398759433152
49,6.0,-8.960363413945394
